Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary
2,218,307,3,1,2,2,3,2,3,3,1,3,1,0
2,266,0,2,1,7,2,1,1,3,3,1,1,2,0
2,266,0,3,1,2,2,2,1,2,2,1,5,3,1
2,266,0,3,1,3,2,2,1,2,2,1,4,2,0
1,307,0,3,1,2,2,2,1,2,2,1,4,1,0
24,240,0,1,1,2,1,3,1,3,3,1,1,0,0
3,285,266,3,6,7,2,2,2,2,2,1,2,3,1
2,266,0,2,1,0,1,2,1,2,2,1,1,4,1
3,266,0,2,1,7,2,1,1,2,1,1,1,4,1
1,307,0,1,1,5,1,2,2,2,2,1,1,2,0
6,243,266,1,1,2,1,3,2,1,2,1,1,4,1
2,307,0,2,2,0,2,2,2,1,2,1,1,1,0
3,266,0,3,5,0,2,2,1,1,2,1,2,1,0
2,307,0,1,2,7,1,2,1,2,2,1,1,2,0
6,265,0,3,1,4,2,2,2,1,2,1,4,1,0
2,266,0,3,1,4,2,2,1,2,2,1,3,2,0
1,266,0,2,1,7,2,2,1,1,2,1,1,2,0
3,26,307,1,1,2,2,3,1,3,2,1,1,2,0
4,78,307,1,1,2,2,1,2,1,2,1,1,4,1
7,266,0,2,1,2,2,2,1,2,2,1,1,2,0
12,266,266,3,2,7,2,1,1,1,1,1,7,2,0
48,69,69,2,3,5,1,1,2,1,1,1,1,4,1
24,69,0,2,2,5,1,1,2,1,1,1,1,1,0
2,307,0,2,1,2,3,1,1,1,2,1,1,2,0
96,307,0,1,1,7,2,2,1,2,2,1,1,4,1
24,307,307,2,7,0,3,1,2,1,2,1,1,4,1
2,307,0,2,1,7,2,2,1,1,2,1,1,2,0
4,264,266,3,1,2,2,1,3,1,2,1,2,2,0
5,307,213,1,1,2,2,1,2,1,2,1,1,1,0
2,265,0,2,1,7,1,2,2,2,2,1,1,1,0
60,307,0,1,1,3,2,3,1,3,3,1,1,4,1
2,307,173,1,1,7,2,1,1,1,2,1,1,2,0
2,307,307,2,3,0,3,2,2,2,2,1,6,3,1
3,264,0,1,1,3,1,2,3,2,2,1,1,1,0
4,307,0,2,2,7,2,1,2,1,2,1,1,3,1
14,307,0,2,1,0,2,3,1,1,2,1,1,3,1
1,307,0,2,2,0,2,2,1,2,2,1,1,2,0
3,266,0,3,1,6,2,2,2,1,2,1,2,2,0
24,307,307,2,5,7,2,1,2,1,1,1,1,3,1
2,266,0,2,1,7,2,2,1,1,2,1,1,2,0
2,299,0,3,1,3,2,2,1,2,2,1,5,4,1
3,299,0,1,2,0,1,2,1,1,2,1,1,1,0
24,266,0,1,6,7,2,1,1,1,1,1,1,2,0
42,179,307,1,5,0,1,1,2,1,1,1,1,3,1
9,307,0,2,5,0,2,1,1,1,1,1,1,2,0
2,141,307,2,1,3,3,2,1,2,2,1,1,3,1
1,264,0,2,1,2,2,2,3,2,2,1,1,0,0
12,307,307,1,2,5,2,3,1,3,1,1,2,3,1
19,307,109,2,2,0,2,1,2,1,1,1,1,2,0
9,307,0,2,2,0,2,1,1,1,1,1,1,4,1
2,227,307,2,2,0,2,1,1,1,2,1,1,3,1
36,179,69,2,5,7,1,1,2,1,1,1,1,2,0
3,266,0,2,1,4,2,2,1,2,3,1,2,4,1
24,179,0,1,5,0,2,1,3,1,3,1,1,4,1
6,218,195,1,2,5,2,1,2,1,1,1,1,3,1
36,109,0,1,3,0,3,1,3,1,2,1,1,1,0
18,265,0,2,5,7,2,2,1,2,2,1,1,0,0
1,266,0,1,2,6,1,2,1,3,2,1,1,2,0
2,266,0,1,1,2,1,2,1,1,2,1,1,1,0
48,109,0,1,3,0,3,1,3,1,1,1,1,3,1
12,307,0,1,2,7,3,1,1,1,1,1,1,4,1
10,243,0,1,1,6,2,1,2,2,2,1,1,2,0
1,307,307,2,1,2,2,2,2,2,2,1,1,3,1
3,265,0,2,1,2,1,2,2,1,2,1,1,4,1
15,169,0,2,7,0,3,1,2,1,3,1,1,2,0
4,266,0,1,3,7,2,1,1,1,2,1,1,1,0
2,286,299,3,1,4,2,2,1,1,2,1,2,4,1
5,128,307,1,2,7,2,1,1,1,1,1,1,2,0
4,307,0,1,1,2,1,2,1,1,2,1,1,2,0
0,266,0,3,1,4,1,2,1,2,2,1,4,4,1
1,265,0,1,4,7,2,2,2,2,2,1,1,1,0
48,147,0,2,7,0,1,1,3,1,2,1,1,1,0
3,307,307,2,2,5,2,2,2,2,2,1,1,3,1
2,265,0,1,2,0,2,1,2,1,3,1,1,2,0
1,299,0,2,2,6,1,2,1,1,2,1,1,1,0
2,307,0,2,1,0,2,2,2,2,2,1,1,2,0
18,266,0,2,1,2,2,1,1,1,2,1,1,4,1
2,307,307,1,2,0,2,1,2,1,2,1,1,1,0
3,266,0,2,4,0,1,2,1,2,2,1,1,0,0
2,265,266,2,2,5,2,2,2,1,2,1,1,0,0
12,152,307,1,1,0,2,2,1,1,1,1,1,2,0
24,307,0,1,2,7,2,1,2,1,1,1,1,4,1
2,307,0,2,2,7,1,1,1,1,2,1,1,2,0
108,178,169,2,2,0,1,3,3,1,2,1,1,4,1
3,266,0,2,1,0,1,2,1,2,2,1,1,4,1
3,266,0,2,1,0,1,2,1,2,2,1,1,2,0
12,299,0,1,1,6,2,2,1,1,2,1,1,4,1
17,189,0,2,2,0,3,2,1,2,2,1,1,4,1
3,266,0,1,2,3,1,1,1,1,2,1,1,3,1
3,265,265,2,1,6,1,2,2,1,1,1,3,4,1
6,266,0,2,3,5,2,1,1,1,1,1,1,4,1
8,307,0,2,4,5,2,3,1,3,3,1,1,4,1
24,307,0,1,2,0,3,3,1,3,3,1,1,4,1
41,83,0,2,2,0,2,1,2,1,2,1,1,2,0
2,307,0,1,2,0,2,2,1,2,2,1,1,1,0
24,266,0,2,1,2,2,1,2,1,2,1,1,3,1
2,307,0,1,1,0,2,2,1,2,2,1,2,2,0
3,307,0,1,1,0,2,3,2,3,3,1,1,4,1
10,307,117,2,1,2,2,1,2,1,1,1,1,4,1
5,299,0,3,3,0,2,1,1,1,2,1,2,2,0
2,307,0,2,1,7,2,1,1,1,1,1,1,1,0
21,179,0,1,7,0,1,1,2,1,2,1,1,4,1
7,307,0,2,5,7,2,1,1,1,1,1,1,3,1
3,266,299,1,1,6,2,1,1,1,2,1,1,3,1
6,307,0,2,1,2,2,1,1,1,2,1,1,4,1
6,307,307,1,1,4,3,1,1,1,2,1,1,4,1
5,266,0,3,4,5,1,2,1,2,3,1,4,4,1
12,307,0,2,1,4,2,1,1,1,1,1,1,4,1
1,243,245,2,1,2,1,2,1,2,2,1,1,3,1
3,266,265,3,3,7,1,2,2,2,2,1,2,0,0
4,265,0,1,2,7,2,2,2,1,3,1,1,2,0
11,266,0,1,1,6,2,1,1,1,2,1,1,4,1
2,266,0,3,1,2,2,2,1,2,2,1,2,1,0
6,266,0,2,1,4,1,2,1,1,1,1,1,2,0
6,266,0,1,3,0,1,1,1,1,1,1,1,2,0
3,307,307,1,1,2,2,2,1,2,2,1,2,3,1
3,297,0,1,1,2,3,2,2,2,2,1,1,4,1
4,307,0,1,2,7,2,2,2,2,2,1,1,4,1
2,307,0,2,7,0,2,1,2,1,2,1,1,4,1
2,307,0,3,1,2,2,2,1,2,3,1,6,4,1
3,307,0,2,1,7,2,1,2,1,2,1,2,2,0
1,307,0,2,1,7,2,2,1,2,2,1,1,2,0
4,266,0,2,6,7,1,2,1,2,2,1,2,2,0
5,276,285,2,2,5,3,1,3,1,2,1,1,3,1
2,307,0,2,2,7,2,1,1,1,2,1,1,4,1
2,266,0,1,7,0,2,1,1,1,2,1,1,2,0
1,307,0,2,2,0,2,3,1,3,2,1,1,3,1
3,266,0,2,1,3,2,1,1,1,1,1,1,1,0
6,292,266,1,2,7,2,1,1,1,1,1,1,4,1
1,266,0,3,1,2,1,2,1,2,2,1,4,0,0
4,252,0,2,4,5,2,2,1,2,2,1,2,2,0
41,265,0,2,1,7,2,1,2,1,1,1,1,4,1
24,307,0,1,1,2,2,3,1,3,3,1,1,4,1
2,266,0,3,1,3,2,2,1,1,2,1,3,2,0
1,307,0,3,1,2,2,2,1,2,2,1,8,3,1
17,285,0,2,5,7,2,2,2,2,2,1,1,2,0
1,213,307,1,1,2,2,2,2,2,2,1,1,2,0
3,307,0,2,7,0,2,2,2,2,2,1,1,1,0
9,307,0,2,3,4,1,1,2,1,1,1,1,1,0
6,265,266,1,2,7,2,2,2,1,2,1,1,1,0
6,179,0,2,2,3,2,1,2,1,2,1,1,2,0
12,20,0,2,1,2,1,1,1,1,1,1,1,1,0
2,307,0,1,2,7,2,1,1,1,2,1,1,3,1
2,265,0,1,2,5,2,1,2,1,2,1,1,2,0
12,307,0,1,1,7,2,3,2,3,3,1,1,4,1
2,307,0,3,1,2,2,2,2,1,2,1,9,4,1
1,266,266,3,2,3,1,2,2,2,2,1,2,4,1
3,265,0,3,1,5,1,2,2,2,2,1,4,4,1
1,266,0,2,1,2,2,2,2,1,2,1,1,3,1
2,266,0,2,1,7,1,2,1,2,2,1,4,2,0
3,266,0,1,1,2,1,2,1,2,2,1,1,2,0
12,266,0,1,2,0,2,1,1,1,1,1,1,4,1
12,283,0,2,4,7,2,3,2,2,3,1,1,4,1
1,307,0,2,2,7,2,1,1,1,2,1,1,2,0
1,307,0,2,2,0,2,2,1,2,2,1,1,1,0
0,266,0,3,1,0,1,2,1,2,2,1,5,4,1
2,307,0,1,1,2,2,2,1,2,2,1,1,3,1
7,119,0,1,6,7,4,1,3,1,3,1,1,2,0
36,307,0,2,2,0,2,2,1,2,3,1,1,2,0
3,307,0,2,1,2,2,1,1,1,2,1,1,4,1
8,307,0,2,1,0,2,3,3,3,3,1,1,2,0
3,307,0,2,2,5,2,2,2,1,2,1,1,4,1
3,251,264,1,1,7,2,2,2,2,2,1,1,2,0
12,300,300,3,2,6,2,2,1,2,1,1,2,3,1
3,307,0,2,1,0,2,1,2,1,2,1,1,4,1
3,282,283,1,2,4,1,2,2,3,2,1,2,4,1
3,307,307,1,1,7,2,1,2,1,2,1,1,1,0
4,266,0,1,3,0,2,3,1,3,2,1,1,4,1
2,266,0,3,1,2,1,2,1,2,2,1,3,0,0
2,266,266,1,4,0,1,2,1,1,2,1,1,1,0
2,307,240,1,2,5,1,2,2,2,2,1,1,1,0
2,307,0,2,7,0,2,1,2,1,3,1,1,3,1
2,307,0,2,2,0,2,1,2,1,2,1,1,3,1
1,266,0,3,6,0,1,2,1,1,2,1,2,4,1
3,266,0,1,3,0,2,2,1,1,2,1,1,1,0
18,266,0,3,4,0,3,2,1,2,2,1,5,3,1
10,266,0,2,2,0,1,2,1,1,1,1,1,1,0
3,265,0,1,4,7,1,1,2,1,2,1,1,1,0
2,307,141,2,2,0,2,1,2,1,2,1,1,0,0
2,307,307,2,1,2,1,2,1,2,2,1,2,0,0
1,265,0,1,1,7,3,2,2,1,3,1,1,1,0
49,69,0,2,2,0,2,1,2,1,2,1,2,1,0
18,103,0,1,1,2,3,3,2,3,3,1,1,1,0
4,249,0,1,4,0,2,3,1,1,2,1,1,1,0
2,307,0,1,1,2,1,1,1,1,2,1,1,4,1
7,307,0,1,1,2,3,1,3,1,2,1,1,3,1
3,266,0,2,1,6,1,3,1,3,3,1,2,2,0
3,307,0,3,1,2,2,2,1,2,2,1,4,4,1
2,251,0,1,6,0,1,2,1,1,2,1,1,1,0
4,266,254,2,1,2,2,2,1,1,2,1,1,3,1
7,299,0,1,1,2,3,1,1,1,2,1,1,2,0
2,307,307,3,1,2,2,2,1,2,2,1,4,1,0
10,266,0,2,1,3,2,3,1,3,2,1,1,4,1
4,265,0,2,2,3,2,2,2,2,2,1,1,3,1
24,285,0,2,3,4,2,3,2,3,2,1,1,1,0
6,266,0,2,1,6,2,1,1,1,1,1,1,3,1
12,182,0,2,5,0,1,1,1,1,2,1,1,1,0
2,307,0,2,1,2,2,2,2,2,2,1,1,2,0
6,307,103,2,3,5,2,1,2,1,2,1,1,1,0
2,307,0,1,1,2,2,2,1,2,2,1,1,2,0
1,266,0,3,1,7,2,2,1,2,2,1,4,3,1
3,307,0,2,1,2,2,2,2,2,2,1,1,1,0
1,266,0,2,1,4,2,2,1,2,2,1,1,3,1
14,264,264,2,1,7,3,1,3,1,1,1,1,4,1
4,266,0,2,6,0,2,2,1,2,2,1,1,1,0
2,307,0,2,4,0,2,3,2,2,3,1,1,4,1
6,307,0,3,1,0,2,2,2,2,2,1,4,4,1
4,266,0,3,4,6,2,1,2,1,2,1,2,1,0
2,307,0,2,2,0,2,1,1,1,2,1,1,4,1
3,266,0,2,5,6,1,2,1,1,2,1,1,3,1
1,307,307,2,1,2,2,3,2,3,2,1,1,4,1
2,307,0,2,1,0,2,2,2,1,2,1,1,3,1
3,307,0,2,1,2,2,1,2,1,2,1,1,2,0
36,147,0,1,7,0,1,1,3,1,2,1,1,1,0
2,265,0,3,1,6,1,2,2,2,2,1,2,1,0
108,205,0,2,6,7,1,1,2,1,1,1,1,4,1
3,307,103,1,1,7,2,1,2,1,2,1,1,3,1
2,307,0,3,1,2,2,1,1,1,2,1,4,2,0
8,266,0,3,3,0,2,3,1,3,3,1,2,4,1
2,307,0,1,1,2,1,3,1,3,3,1,1,2,0
2,292,266,1,2,0,1,1,1,2,2,1,1,3,1
2,307,0,2,2,0,2,1,2,1,1,1,1,4,1
2,307,0,1,7,0,2,1,2,1,2,1,1,2,0
3,265,265,3,1,4,2,2,2,2,2,1,2,3,1
3,307,0,2,1,0,2,2,1,1,2,1,1,2,0
6,60,0,2,2,0,1,3,1,3,2,1,1,4,1
2,265,0,2,1,2,2,2,1,1,3,1,1,2,0
10,307,307,1,4,7,3,1,1,1,1,1,1,4,1
2,307,307,3,1,2,2,2,2,2,2,1,6,1,0
3,266,0,2,1,6,1,2,1,2,2,1,1,2,0
3,265,0,3,1,7,2,2,2,2,2,1,3,0,0
1,266,0,1,3,5,1,2,2,2,2,1,1,2,0
5,307,0,2,5,0,2,1,1,1,1,1,1,4,1
3,247,0,1,1,6,2,1,1,1,2,1,1,2,0
96,69,69,1,2,3,2,1,2,1,2,1,2,1,0
2,307,0,1,1,7,2,1,2,1,2,1,1,3,1
21,266,0,1,1,7,2,1,1,1,1,1,1,2,0
1,265,0,1,1,7,2,2,2,1,2,1,1,1,0
7,285,0,2,1,3,2,1,2,1,2,1,1,2,0
3,266,266,3,1,6,2,3,2,3,3,1,6,4,1
2,307,78,2,1,2,2,2,2,1,2,1,1,2,0
14,266,0,1,3,7,2,1,1,1,1,1,2,3,1
3,266,0,1,6,7,1,2,1,2,2,1,1,0,0
3,218,307,1,1,7,2,2,1,2,2,1,1,3,1
24,119,119,2,1,7,3,1,2,1,2,1,1,1,0
20,307,0,1,1,0,2,1,1,1,2,1,1,4,1
1,307,0,1,2,7,2,1,1,1,2,1,1,3,1
3,307,307,2,1,2,2,2,2,1,2,1,1,2,0
20,266,285,2,7,0,2,2,1,2,1,1,1,2,0
7,307,307,1,1,2,2,1,1,1,3,1,1,4,1
1,266,0,1,4,7,1,2,1,1,2,1,1,2,0
12,266,0,1,4,5,3,2,1,2,2,1,1,3,1
2,266,0,2,2,4,2,3,2,3,3,1,1,1,0
2,307,218,2,1,3,2,1,2,1,2,1,1,1,0
2,307,0,2,3,0,2,2,1,1,2,1,1,2,0
8,307,20,2,1,2,2,1,1,1,1,1,1,2,0
1,266,0,3,1,5,1,2,1,2,2,1,2,3,1
2,266,0,2,6,7,1,1,1,1,2,1,3,3,1
9,266,0,1,1,7,2,2,1,1,2,1,1,3,1
3,266,265,2,2,3,2,2,1,2,2,1,1,3,1
0,307,0,1,1,2,3,2,1,2,2,1,5,2,0
2,266,0,1,5,7,2,2,1,1,2,1,1,1,0
2,307,0,2,4,0,1,2,1,1,2,1,1,1,0
36,307,0,2,2,7,2,3,1,3,3,1,1,3,1
4,265,0,2,1,7,2,1,2,1,2,1,1,3,1
0,307,307,3,1,2,2,2,2,2,2,1,7,4,1
2,307,0,2,1,0,2,2,1,2,2,1,1,2,0
36,266,0,2,6,7,2,1,1,3,2,1,1,3,1
6,283,0,2,1,6,2,1,1,1,1,1,1,2,0
2,243,0,2,1,4,2,2,1,2,2,1,1,2,0
3,299,0,2,1,2,1,1,1,1,2,1,1,2,0
8,189,0,2,1,7,2,1,1,1,1,1,1,3,1
2,266,0,2,1,0,1,2,1,1,2,1,1,1,0
10,266,0,3,4,0,2,3,1,1,2,1,2,4,1
4,307,0,2,2,0,2,2,1,2,2,1,1,1,0
1,266,0,3,1,6,2,2,1,2,2,1,4,4,1
3,119,21,1,1,7,2,1,3,1,2,1,1,3,1
2,307,0,1,1,0,2,2,1,1,2,1,1,3,1
5,307,0,2,1,0,1,2,1,2,2,1,1,4,1
3,103,307,2,1,2,2,2,2,1,2,1,1,1,0
2,152,0,2,1,2,1,2,1,1,2,1,2,1,0
1,276,249,1,1,7,4,2,2,1,2,1,1,0,0
2,266,265,1,2,4,2,2,1,2,2,1,2,1,0
3,299,266,2,1,0,1,2,1,1,2,1,1,4,1
2,266,0,3,2,0,1,3,1,3,3,1,4,1,0
4,307,0,2,5,0,2,3,2,3,2,1,1,2,0
20,307,213,2,1,7,2,1,1,1,1,1,1,2,0
36,307,141,2,1,0,2,2,1,2,2,1,1,4,1
1,266,266,3,1,4,1,2,1,2,2,1,2,2,0
8,307,218,2,1,7,2,1,1,1,1,1,1,3,1
6,266,265,2,1,6,1,1,2,1,1,1,4,4,1
1,189,307,3,1,2,2,3,2,1,2,1,2,2,0
4,265,0,1,2,0,1,3,2,3,3,1,1,4,1
2,266,0,1,3,4,1,2,1,1,2,1,1,1,0
2,266,0,2,3,0,2,2,1,1,2,1,1,3,1
12,307,0,1,5,7,2,1,2,1,3,1,1,4,1
5,307,0,2,1,0,2,1,2,1,1,1,1,4,1
4,299,0,1,2,7,2,3,1,1,1,1,2,4,1
18,266,0,1,2,0,1,3,1,1,3,1,1,3,1
2,307,307,1,2,7,2,1,2,1,2,1,1,3,1
15,307,0,2,7,0,2,1,1,1,1,1,1,1,0
4,266,266,2,1,6,2,3,1,3,3,1,1,4,1
1,307,0,1,1,2,2,1,1,1,2,1,1,3,1
13,307,0,2,2,0,2,1,1,1,1,1,1,0,0
2,266,0,2,1,0,2,2,2,1,2,1,1,3,1
3,266,0,1,1,7,2,3,1,3,3,1,1,2,0
24,241,0,2,1,2,2,3,3,3,3,1,1,2,0
84,152,0,1,2,5,1,1,1,1,2,1,1,3,1
1,141,307,2,4,7,2,2,2,2,2,1,1,4,1
14,243,0,2,1,6,2,1,2,3,3,1,1,2,0
12,266,265,1,5,6,2,3,1,3,3,1,1,2,0
6,285,0,2,1,7,2,3,3,3,3,1,1,2,0
1,307,0,1,2,0,2,2,1,1,2,1,1,2,0
6,265,0,2,1,7,2,1,2,1,2,1,1,3,1
1,307,0,3,1,4,2,2,2,2,2,1,3,3,1
15,266,0,1,1,2,3,2,1,2,2,1,1,1,0
2,307,188,2,2,0,2,1,2,1,2,1,1,4,1
2,307,0,2,2,7,2,2,1,1,2,1,1,4,1
2,307,0,2,1,2,1,3,1,3,2,1,1,4,1
60,60,128,3,1,2,1,1,1,1,1,1,2,3,1
2,307,0,3,2,6,2,2,2,2,2,1,3,2,0
3,265,0,2,1,2,2,1,2,1,2,1,1,1,0
3,266,0,2,5,6,2,2,1,1,2,1,1,2,0
10,266,299,2,1,6,2,2,1,1,2,1,1,4,1
84,169,0,1,7,0,1,3,2,3,3,1,1,1,0
3,265,299,2,1,6,1,2,2,2,2,1,1,1,0
18,266,0,2,1,2,2,1,1,1,1,1,1,3,1
2,307,0,1,1,2,1,1,1,1,2,1,1,4,1
6,307,0,2,5,0,2,2,2,1,2,1,1,1,0
1,265,0,1,4,7,2,2,2,2,2,1,1,1,0
2,307,0,3,1,2,2,2,1,2,2,1,3,3,1
3,152,0,1,2,0,1,1,1,1,3,1,1,2,0
4,266,0,3,1,5,1,2,1,2,2,1,5,1,0
84,307,0,1,4,0,2,1,2,1,1,1,1,4,1
24,307,307,1,1,0,2,3,2,3,3,1,1,4,1
3,266,0,1,1,6,1,2,1,2,2,1,1,1,0
6,241,0,1,1,7,2,2,2,2,2,1,1,0,0
1,266,0,3,1,4,1,2,1,2,2,1,3,3,1
2,307,307,2,1,7,2,1,2,1,2,1,1,2,0
2,266,0,2,1,4,1,2,1,1,3,1,1,2,0
11,307,0,2,1,0,2,1,1,1,1,1,1,4,1
5,213,152,2,2,3,1,1,1,1,1,1,1,3,1
2,292,0,2,5,0,2,2,1,2,2,1,1,1,0
72,307,0,2,1,7,1,1,2,1,1,1,1,4,1
48,128,0,1,2,7,1,2,1,2,2,1,1,1,0
2,307,0,3,1,2,2,2,1,1,2,1,5,3,1
3,307,307,2,1,2,1,3,1,3,3,1,1,4,1
50,20,0,1,1,2,2,3,2,2,3,1,1,1,0
60,299,0,3,1,2,2,1,2,1,1,1,3,4,1
4,307,0,2,4,7,2,1,1,1,3,1,1,3,1
5,303,254,3,1,4,1,1,1,1,2,1,4,2,0
1,264,0,1,1,0,3,2,3,2,2,1,1,2,0
0,307,0,3,1,2,2,3,2,3,3,1,7,3,1
2,307,0,2,1,2,2,2,1,1,2,1,1,2,0
24,205,0,2,6,7,1,3,3,3,3,1,1,1,0
3,299,0,1,3,0,1,3,1,3,3,1,1,4,1
60,195,0,2,1,0,1,3,1,3,3,1,1,0,0
1,264,0,2,1,2,3,2,3,2,3,1,1,1,0
2,292,265,1,2,0,1,3,2,3,3,1,1,1,0
15,264,285,2,7,0,3,1,3,1,2,1,1,3,1
77,205,0,2,2,7,2,1,1,1,1,1,1,2,0
3,307,0,3,1,2,2,3,1,3,3,1,2,4,1
1,266,266,2,2,5,1,2,1,2,2,1,2,1,0
1,266,0,2,1,2,1,2,1,2,2,1,1,3,1
12,292,0,2,1,2,1,2,2,1,1,1,1,2,0
5,141,307,2,3,5,2,2,1,1,1,1,1,3,1
3,141,307,2,1,7,2,2,1,2,2,1,1,0,0
2,307,0,2,1,4,3,3,2,3,2,1,1,3,1
7,266,0,1,6,7,2,3,1,3,2,1,1,3,1
3,307,0,2,1,2,2,1,1,1,1,1,1,1,0
3,307,307,2,3,5,2,1,2,1,2,1,1,4,1
13,307,0,1,2,0,2,1,2,1,2,1,1,1,0
1,266,0,1,1,6,1,2,1,1,2,1,1,1,0
7,266,0,3,2,0,2,3,1,1,2,1,3,4,1
2,218,0,2,5,0,2,2,2,2,2,1,1,2,0
2,307,0,2,3,5,2,2,2,2,2,1,1,2,0
6,265,299,1,3,7,2,2,2,2,2,1,1,2,0
6,103,307,2,1,2,2,2,2,1,1,1,1,2,0
62,109,307,2,3,5,2,1,2,1,1,1,1,3,1
19,265,265,2,1,4,3,1,2,3,1,1,1,0,0
3,307,26,2,1,2,2,1,1,1,2,1,1,1,0
1,307,0,1,2,7,2,1,2,1,2,1,1,3,1
1,307,0,1,5,7,2,2,1,2,2,1,1,2,0
3,266,0,1,1,7,2,2,1,1,2,1,1,1,0
4,266,266,2,2,0,1,2,1,2,2,1,1,2,0
5,307,0,3,1,2,2,2,1,2,2,1,2,3,1
3,307,0,2,1,2,1,3,1,3,3,1,1,2,0
5,307,0,1,2,5,2,1,2,1,2,1,1,2,0
6,307,0,2,2,0,2,1,1,1,1,1,1,3,1
0,307,0,3,1,6,1,2,2,2,2,1,6,1,0
36,307,0,2,1,2,3,2,1,2,2,1,1,4,1
1,307,0,3,2,5,2,2,2,2,2,1,8,4,1
7,266,0,1,3,7,1,1,1,1,1,1,1,1,0
12,265,0,2,1,2,2,1,2,1,1,1,2,4,1
96,109,0,1,3,0,3,1,3,1,2,1,1,4,1
6,266,0,2,3,4,1,3,2,3,3,1,1,4,1
12,265,0,3,1,6,2,2,2,2,2,1,4,2,0
4,307,307,2,2,0,2,1,2,1,2,1,1,3,1
12,266,0,1,4,0,3,1,1,1,1,1,1,2,0
3,292,0,1,1,7,1,2,1,2,2,1,1,2,0
100,205,0,1,5,6,1,1,1,3,2,1,1,2,0
12,265,0,2,3,0,2,2,2,2,2,1,1,1,0
3,266,265,1,4,5,2,1,2,1,2,1,1,2,0
2,307,218,1,1,2,2,2,1,2,2,1,1,3,1
2,307,0,1,2,0,2,1,2,1,2,1,1,2,0
24,266,266,3,1,2,3,2,1,2,2,1,5,4,1
24,307,0,2,2,0,2,1,2,1,2,1,1,4,1
8,307,0,2,2,0,1,1,1,1,1,1,1,4,1
5,266,266,3,4,6,2,2,1,2,1,1,3,4,1
8,307,0,2,2,0,2,1,2,1,1,1,1,3,1
2,265,0,2,2,7,2,2,2,2,2,1,1,1,0
15,306,0,1,1,7,2,1,1,1,2,1,1,4,1
2,147,307,3,2,5,1,3,2,3,3,1,2,3,1
3,266,264,3,2,7,1,2,1,1,2,1,2,1,0
3,141,307,2,1,2,3,2,1,2,2,1,1,2,0
2,266,0,3,1,2,2,2,1,2,2,1,4,1,0
1,266,265,2,1,4,2,2,2,2,2,1,2,4,1
84,207,0,1,1,2,2,1,1,1,1,1,1,3,1
2,265,0,3,5,6,2,3,2,3,3,1,2,1,0
6,307,307,2,2,0,2,2,1,2,2,1,1,4,1
1,266,0,1,1,7,2,2,2,2,2,1,1,4,1
4,307,0,1,1,2,2,2,2,1,2,1,1,2,0
3,266,0,2,4,7,2,1,1,1,2,1,1,2,0
1,265,266,1,3,7,2,2,2,2,2,1,1,2,0
2,189,307,2,1,7,3,1,2,1,3,1,1,1,0
60,264,264,3,1,6,3,1,3,1,1,1,2,2,0
11,266,0,3,3,7,2,2,2,2,2,1,3,4,1
3,307,103,1,1,0,2,1,2,1,2,1,1,2,0
8,243,0,1,7,0,2,3,1,3,3,1,1,4,1
2,307,0,3,1,2,2,1,1,1,2,1,2,2,0
4,266,0,2,1,2,2,1,1,1,1,1,1,3,1
3,307,103,1,1,2,2,2,1,1,1,1,1,1,0
2,307,0,2,1,2,2,3,2,3,2,1,1,2,0
6,299,0,3,6,7,1,2,1,1,2,1,2,3,1
3,299,0,3,7,0,2,2,1,2,2,1,2,2,0
24,307,307,1,1,2,2,3,2,3,3,1,2,4,1
7,307,20,1,5,7,2,1,1,1,1,1,1,3,1
2,307,0,2,2,3,2,2,1,2,2,1,1,1,0
1,265,0,1,1,6,2,2,2,2,2,1,1,2,0
7,206,0,2,6,7,3,1,2,1,2,1,1,2,0
3,307,307,1,1,7,1,2,1,1,2,1,5,4,1
2,189,307,1,1,2,3,3,2,3,3,1,1,2,0
7,266,0,1,1,7,2,2,1,1,2,1,1,2,0
3,307,0,1,2,0,2,2,2,1,2,1,1,1,0
8,307,0,2,1,2,2,2,3,1,1,1,1,3,1
2,307,307,1,2,0,2,1,2,1,2,1,1,2,0
12,265,266,3,1,2,2,2,2,2,3,1,3,3,1
2,78,307,2,1,2,2,1,1,1,2,1,4,3,1
2,266,0,1,2,7,2,3,1,3,2,1,1,3,1
5,307,0,1,2,0,2,1,1,1,2,1,1,3,1
60,179,179,2,2,0,1,1,3,1,1,1,1,1,0
12,307,213,1,4,7,2,1,2,1,2,1,1,3,1
3,307,0,3,1,2,2,1,2,1,3,1,4,4,1
5,266,0,2,7,0,2,2,1,1,2,1,1,3,1
36,307,0,1,2,7,2,1,2,3,1,1,1,4,1
2,307,0,3,1,5,2,2,1,2,2,1,4,3,1
3,307,0,2,2,0,2,1,1,1,2,1,1,4,1
2,307,0,3,1,5,2,2,1,2,2,1,5,1,0
2,307,0,1,1,2,2,2,1,2,2,1,1,3,1
60,218,0,2,2,0,2,3,2,1,1,1,1,1,0
2,307,307,2,1,2,2,2,1,2,2,1,3,4,1
12,265,0,2,2,5,2,1,2,1,3,1,1,2,0
3,307,0,1,1,2,2,1,1,1,2,1,1,2,0
