Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary,StatusPred
1,265,0,2,1,7,2,2,2,1,2,1,1,1,0,0
11,307,0,1,2,7,2,1,2,1,1,1,1,4,1,1
12,141,307,1,2,7,2,3,1,3,3,1,1,4,1,1
72,266,0,2,1,0,2,1,2,1,1,1,2,3,1,1
5,233,307,2,3,5,2,1,1,1,2,1,1,3,1,1
1,307,0,1,1,0,2,2,1,2,2,1,1,2,0,0
1,307,0,1,1,2,2,2,1,2,2,1,1,2,0,0
12,307,213,3,1,2,2,1,2,1,3,1,3,4,1,1
9,266,0,1,1,7,2,1,1,1,2,1,1,4,1,1
3,265,0,1,1,0,1,2,2,2,2,1,1,2,0,0
4,266,0,1,1,6,2,1,2,1,2,1,1,1,0,0
42,205,0,1,1,6,1,3,3,3,2,1,1,4,1,1
36,307,0,1,3,0,2,3,2,3,2,1,1,4,1,1
12,266,0,2,2,5,2,1,1,1,2,1,1,1,0,0
1,307,0,2,2,5,2,3,1,1,3,1,5,1,0,0
16,307,0,3,2,4,2,3,1,3,3,1,5,4,1,1
10,213,0,1,7,0,1,1,2,1,2,1,1,4,1,1
2,266,0,2,1,2,2,2,1,2,2,1,1,2,0,0
2,307,0,1,1,0,2,2,1,2,2,1,1,3,1,1
24,299,266,1,1,2,2,3,1,3,1,1,1,4,1,1
2,266,0,1,2,4,2,2,2,2,2,1,1,1,0,0
2,292,0,2,2,7,1,3,1,3,3,1,1,4,1,1
6,266,265,3,1,4,1,3,1,3,3,1,5,4,1,1
1,265,0,1,3,4,3,2,2,2,2,1,1,1,0,0
3,266,0,2,2,6,1,3,1,1,3,1,1,2,0,0
2,266,0,1,2,6,2,2,2,2,2,1,2,1,0,0
2,292,292,3,1,2,2,2,2,2,2,1,4,1,0,0
11,307,0,1,5,0,2,1,1,1,1,1,1,4,1,1
2,307,0,2,2,5,2,2,1,2,2,1,1,1,0,0
1,266,0,1,1,2,2,2,1,2,2,1,5,2,0,0
3,266,0,1,5,7,1,1,1,1,2,1,1,1,0,0
12,266,0,2,1,7,2,1,1,1,1,1,1,0,0,0
3,307,0,1,2,3,2,2,2,1,2,1,1,2,0,0
3,307,0,2,5,0,2,2,2,2,2,1,1,4,1,1
1,307,307,2,1,2,2,2,2,1,2,1,1,2,0,0
18,233,0,1,1,0,2,1,1,1,1,1,1,1,0,0
2,265,265,2,7,0,2,1,2,1,2,1,1,2,0,0
5,266,0,1,3,4,2,2,1,3,2,1,3,2,0,0
2,307,0,2,2,7,2,2,1,2,2,1,1,1,0,0
2,218,307,2,1,2,2,1,2,3,2,1,1,3,1,1
11,266,296,2,2,7,2,1,1,1,2,1,1,1,0,0
36,218,179,1,1,5,2,1,2,1,1,1,1,3,1,1
12,266,0,2,1,2,3,2,1,2,2,1,1,3,1,1
1,307,0,3,7,0,2,2,1,2,2,1,5,1,0,0
15,307,0,1,1,0,3,1,2,1,1,1,1,2,0,0
2,307,0,3,1,5,2,2,1,3,2,1,8,2,0,0
48,285,276,3,1,5,2,1,3,1,1,1,2,2,0,0
2,141,307,2,1,3,3,1,2,1,2,1,1,3,1,1
24,307,128,2,2,7,2,1,2,1,1,1,1,4,1,1
5,299,0,2,1,6,2,2,1,1,2,1,3,3,1,1
1,266,0,3,1,2,1,2,2,1,2,1,4,4,1,1
5,307,0,2,2,7,2,1,1,1,1,1,1,4,1,1
2,264,265,1,4,5,1,2,2,2,2,1,2,4,1,1
4,307,0,3,2,0,2,1,2,1,1,1,3,4,1,1
12,307,0,2,2,7,2,1,2,1,1,1,1,4,1,1
60,189,0,1,1,0,3,1,1,1,2,1,1,1,0,0
1,307,0,3,1,2,3,2,2,1,2,1,9,2,0,1
1,266,0,3,1,4,2,2,1,2,2,1,5,1,0,0
1,265,0,2,2,3,2,2,2,2,2,1,1,2,0,0
2,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
2,265,265,3,6,7,1,2,2,2,2,1,4,2,0,0
2,266,0,3,1,2,2,2,1,2,2,1,5,4,1,1
2,307,0,3,7,0,2,2,1,2,2,1,2,2,0,0
2,266,292,2,5,7,2,2,1,1,2,1,1,2,0,0
6,264,265,3,1,6,2,2,2,2,2,1,3,2,0,0
2,307,218,2,2,7,2,1,2,1,2,1,1,1,0,0
12,307,0,2,7,0,2,3,1,1,3,1,1,1,0,0
7,266,0,1,1,7,2,1,1,1,3,1,1,1,0,0
1,307,0,2,7,0,2,2,2,2,2,1,1,4,1,1
72,179,218,2,6,0,2,1,2,1,1,1,1,4,1,1
2,292,0,1,2,5,2,2,1,1,2,1,1,2,0,0
12,265,299,1,1,0,2,1,2,1,1,1,1,3,1,1
18,265,0,2,1,3,2,1,2,2,2,1,1,4,1,1
1,307,307,1,1,2,2,1,2,1,2,1,1,1,0,0
3,307,0,2,5,0,2,1,1,1,1,1,1,3,1,1
4,266,266,2,1,7,1,1,1,1,2,1,2,4,1,1
2,307,0,2,2,0,2,2,1,2,2,1,1,1,0,0
1,265,265,1,4,5,2,2,2,1,2,1,2,3,1,1
2,292,266,3,5,0,2,2,1,1,2,1,2,1,0,0
24,307,0,2,1,0,2,1,1,1,1,1,2,4,1,1
5,307,0,1,2,0,2,1,1,1,1,1,1,2,0,0
54,307,0,2,1,0,2,1,2,2,2,1,1,3,1,1
9,266,266,1,3,0,2,2,2,1,1,1,1,2,0,0
24,307,0,1,1,4,2,1,2,1,1,1,1,4,1,1
4,307,0,1,7,0,2,1,2,1,2,1,1,4,1,1
1,266,0,2,1,2,2,2,2,2,2,1,1,2,0,0
4,307,0,2,1,0,2,1,2,1,2,1,1,3,1,1
2,307,0,1,2,5,2,1,2,1,2,1,1,2,0,0
2,292,266,2,2,7,2,2,2,2,2,1,1,1,0,0
3,266,0,2,1,3,1,3,1,3,3,1,1,4,1,1
2,251,266,2,1,2,2,2,1,1,2,1,1,2,0,0
0,265,0,3,1,2,1,2,2,2,2,1,3,1,0,0
3,307,0,2,5,7,1,2,2,2,2,1,1,3,1,1
2,266,0,2,1,7,2,2,2,2,2,1,1,1,0,0
2,307,307,2,1,4,1,1,1,1,3,1,1,2,0,0
9,114,307,2,1,2,2,1,1,1,1,1,1,2,0,0
1,265,0,3,1,5,2,2,2,2,2,1,3,2,0,0
2,307,307,1,2,7,2,2,2,2,2,1,1,2,0,0
3,265,266,1,6,7,2,1,2,1,3,1,1,3,1,1
1,266,0,2,4,7,2,2,1,2,2,1,1,3,1,1
1,266,0,2,6,7,2,2,2,2,2,1,1,3,1,1
11,307,0,2,2,7,2,1,1,3,1,1,1,4,1,1
24,266,266,3,1,7,3,1,2,1,1,1,2,2,0,0
2,307,0,1,1,2,2,1,1,1,2,1,1,2,0,0
1,307,0,2,2,7,2,2,1,2,2,1,1,3,1,1
2,307,0,2,1,7,2,1,1,1,2,1,1,2,0,0
2,265,0,3,1,2,2,2,2,2,2,1,3,2,0,0
4,307,0,2,2,0,2,1,2,1,2,1,1,1,0,0
6,265,0,1,1,7,2,3,2,3,3,1,1,1,0,0
5,266,0,2,1,2,1,2,1,2,2,1,1,3,1,1
3,265,292,1,5,7,1,2,2,2,1,1,1,4,1,1
10,265,0,1,7,0,2,3,2,3,2,1,1,2,0,0
1,307,0,2,1,0,2,2,1,1,2,1,1,1,0,0
2,266,0,1,3,7,2,2,1,2,2,1,1,2,0,0
3,307,0,2,2,7,2,1,1,1,1,1,1,3,1,1
3,283,283,3,1,7,1,2,2,1,2,1,2,1,0,0
7,307,0,1,1,2,3,1,1,1,1,1,1,4,1,1
12,307,0,2,5,0,1,1,1,2,2,1,1,4,1,1
30,307,0,2,1,5,2,1,2,1,1,1,1,2,0,0
75,189,307,2,1,0,2,1,1,1,1,1,1,3,1,1
12,264,0,2,1,6,2,3,3,3,3,1,1,1,0,0
18,266,0,1,3,7,1,1,1,1,3,1,1,2,0,0
60,189,0,1,1,0,3,1,1,1,2,1,1,3,1,1
24,179,0,1,7,0,1,3,2,3,3,1,1,3,1,1
12,128,0,1,7,0,1,1,1,1,1,1,1,1,0,0
36,204,0,1,1,0,2,1,2,1,1,1,1,3,1,1
14,266,0,1,3,0,2,1,1,1,1,1,1,3,1,1
2,299,266,1,1,7,2,1,1,1,2,1,1,1,0,0
2,307,0,2,1,0,1,2,1,1,3,1,1,1,0,0
3,265,0,2,6,0,2,2,2,2,2,1,1,2,0,0
12,266,0,1,1,2,3,1,1,1,2,1,1,4,1,1
1,307,0,1,2,0,2,2,1,2,2,1,1,3,1,1
0,307,0,3,1,2,3,3,1,3,3,1,9,1,0,0
11,266,0,1,5,0,2,1,1,1,1,1,1,4,1,1
1,307,307,2,1,2,2,2,2,1,2,1,1,3,1,1
2,141,307,1,2,7,2,2,2,2,2,1,1,2,0,0
5,307,307,2,2,7,3,1,1,1,1,1,1,4,1,1
24,266,0,1,4,7,2,2,1,1,1,1,1,3,1,1
12,307,0,1,2,7,2,3,2,3,3,1,1,3,1,1
7,307,0,2,4,7,2,1,1,1,1,1,1,4,1,1
4,266,0,1,3,4,1,3,1,3,3,1,1,1,0,0
24,307,0,2,2,0,2,2,1,2,1,1,1,4,1,1
12,266,0,2,2,0,2,3,1,3,1,1,1,4,1,1
12,307,0,1,1,7,3,1,1,1,2,1,1,2,0,0
7,266,0,1,4,7,2,1,1,1,1,1,1,3,1,1
3,266,0,1,1,7,1,2,1,1,2,1,1,2,0,0
1,266,0,1,4,7,2,2,1,2,2,1,1,2,0,0
2,299,252,2,1,7,2,2,2,1,2,1,1,2,0,0
4,266,0,2,1,0,2,2,1,2,2,1,1,2,0,0
15,179,0,1,7,0,2,1,2,1,1,1,1,1,0,0
2,266,0,2,1,7,1,2,1,2,2,1,1,4,1,1
2,266,0,2,3,0,2,2,1,1,1,1,1,3,1,1
7,256,0,2,6,0,2,3,1,3,3,1,1,2,0,0
7,307,218,2,1,7,2,1,2,1,1,1,1,3,1,1
2,307,307,2,2,0,2,1,1,1,2,1,1,3,1,1
6,266,0,1,7,0,1,1,1,1,2,1,1,2,0,0
96,119,0,2,2,0,3,1,2,1,1,1,1,4,1,1
2,266,266,2,3,4,2,2,2,2,2,1,1,1,0,0
3,266,266,2,1,6,2,2,1,1,2,1,1,3,1,1
9,307,0,2,7,0,2,1,1,1,1,1,1,3,1,1
1,307,0,1,1,2,2,1,1,1,2,1,1,3,1,1
2,285,265,1,3,0,2,2,2,2,2,1,1,1,0,0
5,265,0,1,4,7,2,2,2,2,2,1,1,1,0,0
2,307,0,2,2,5,2,2,2,1,2,1,1,3,1,1
6,265,0,1,5,0,2,3,2,3,2,1,1,0,0,0
24,218,58,1,1,2,2,1,3,1,1,1,2,4,1,1
4,202,307,1,1,2,3,2,2,1,2,1,1,2,0,0
8,266,265,2,1,3,2,2,1,1,2,1,9,1,0,0
8,266,0,1,6,0,2,2,1,2,2,1,1,4,1,1
5,265,0,2,2,7,1,1,2,1,1,1,1,1,0,0
72,213,0,2,7,0,2,1,2,1,2,1,1,2,0,0
17,16,307,2,1,2,2,1,2,1,3,1,1,4,1,1
1,266,266,1,1,7,2,2,1,2,2,1,1,2,0,0
6,266,0,1,4,7,2,2,1,2,2,1,1,3,1,1
2,292,0,1,2,0,2,2,2,1,2,1,1,1,0,0
1,307,0,2,1,2,2,2,2,2,2,1,1,2,0,0
2,307,0,2,2,0,2,1,2,1,2,1,1,3,1,1
3,266,0,2,1,3,1,2,1,2,2,1,1,1,0,0
6,266,0,1,1,5,2,2,1,1,2,1,1,4,1,1
3,266,0,2,3,0,1,2,1,2,2,1,2,2,0,0
1,307,307,1,2,0,2,2,1,2,2,1,1,1,0,0
84,152,205,1,1,2,1,1,1,1,2,1,2,2,0,0
2,266,0,1,1,6,2,2,1,2,2,1,1,4,1,1
20,307,0,2,3,5,2,1,2,1,1,1,1,4,1,1
5,307,0,2,1,2,2,1,2,1,2,1,1,0,0,0
36,147,0,2,7,0,1,3,1,3,3,1,1,0,0,0
1,307,0,1,1,2,2,2,1,2,2,1,1,2,0,0
2,307,0,2,5,0,2,2,1,2,2,1,1,3,1,1
6,265,266,2,1,7,1,1,1,1,2,1,1,4,1,1
2,292,266,3,7,0,1,2,1,2,2,1,2,2,0,0
2,307,0,2,1,7,2,1,1,1,2,1,1,3,1,1
2,307,0,1,1,2,2,1,1,1,2,1,1,2,0,0
5,109,307,2,5,7,2,1,2,1,2,1,1,3,1,1
3,265,0,1,3,0,2,2,2,2,2,1,4,2,0,0
10,266,0,2,1,0,2,2,1,2,2,1,1,4,1,1
5,266,0,1,3,0,2,2,1,2,2,1,1,2,0,0
1,307,307,3,1,2,2,2,2,1,2,1,5,4,1,1
2,307,307,2,4,0,2,2,1,1,2,1,2,4,1,1
72,109,0,1,3,0,3,1,3,1,2,1,1,3,1,1
2,307,307,2,2,3,3,2,1,2,1,1,1,1,0,0
18,179,0,2,2,0,1,3,3,1,3,1,1,2,0,0
3,265,0,1,4,5,2,2,2,2,2,1,1,1,0,0
2,266,266,3,1,6,2,2,2,2,2,1,5,2,0,0
96,109,0,2,3,0,3,1,2,1,1,1,1,1,0,0
2,266,0,2,1,0,2,2,1,2,2,1,1,1,0,0
13,299,0,1,4,7,2,2,1,2,1,1,1,4,1,1
1,307,0,1,1,0,2,2,2,1,2,1,1,2,0,0
2,103,307,1,1,2,2,3,1,3,2,1,1,3,1,1
1,307,307,3,1,2,2,2,1,2,2,1,8,2,0,0
24,189,0,1,1,2,3,3,1,3,3,1,1,1,0,0
24,307,0,2,1,2,1,1,2,1,1,1,1,3,1,1
5,266,0,1,4,5,2,3,1,3,3,1,2,4,1,1
18,307,218,1,2,7,2,1,2,1,1,1,1,3,1,1
1,307,0,2,5,0,1,2,1,2,2,1,1,2,0,0
1,265,0,3,1,4,1,3,2,3,2,1,4,4,1,1
1,266,0,1,1,7,2,2,1,1,2,1,1,3,1,1
3,307,0,1,2,5,2,2,2,1,2,1,1,4,1,1
2,266,0,2,5,7,1,3,1,1,3,1,1,1,0,0
3,266,266,1,1,0,2,2,1,2,2,1,1,4,1,1
24,307,0,1,2,7,2,3,1,3,3,1,1,4,1,1
3,307,0,1,2,7,3,1,1,1,2,1,1,4,1,1
3,292,271,2,5,0,1,2,1,1,2,1,1,2,0,0
3,218,307,1,2,7,2,2,1,1,2,1,1,2,0,0
3,307,0,2,1,2,2,2,1,2,2,1,1,3,1,1
4,266,0,1,1,3,1,2,1,1,2,1,2,2,0,0
4,266,0,1,1,7,2,1,1,1,1,1,1,4,1,1
24,264,0,2,1,7,2,1,3,1,2,1,1,1,0,0
12,266,0,2,7,0,1,3,1,3,3,1,1,2,0,0
1,307,0,1,1,7,2,2,2,2,2,1,1,3,1,1
3,264,0,2,1,4,2,1,2,1,2,1,1,3,1,1
51,285,276,2,2,6,2,1,3,1,1,1,1,1,0,0
12,307,0,3,2,0,2,3,2,3,3,1,4,4,1,1
3,266,0,1,1,7,1,1,1,1,2,1,1,4,1,1
2,76,141,2,1,7,2,3,1,3,3,1,2,4,1,1
1,266,299,1,3,0,1,2,1,1,2,1,1,1,0,0
15,299,0,1,4,7,2,1,1,1,2,1,1,4,1,1
3,307,0,1,1,0,2,2,1,2,2,1,1,3,1,1
3,266,0,2,2,5,1,2,1,2,2,1,1,3,1,1
18,249,266,3,1,6,1,2,1,2,2,1,2,4,1,1
1,307,0,1,7,0,2,2,2,1,2,1,1,1,0,0
2,265,0,3,3,4,1,2,2,2,2,1,3,2,0,0
4,266,0,2,1,2,1,2,2,1,2,1,1,2,0,0
4,266,0,1,7,0,2,3,1,3,2,1,1,2,0,0
14,7,0,1,2,0,2,1,1,1,3,1,1,4,1,1
24,299,0,2,1,6,1,1,1,1,1,1,1,3,1,1
24,264,0,1,1,0,2,2,3,2,1,1,1,4,1,1
2,307,187,1,5,7,3,1,1,1,2,1,2,1,0,0
48,205,0,1,1,2,1,2,3,2,2,1,1,3,1,1
84,49,0,2,7,0,2,3,1,3,3,1,1,4,1,1
2,307,0,2,2,0,2,1,2,1,2,1,2,2,0,0
2,307,307,2,2,7,2,1,2,1,2,1,1,1,0,0
2,299,0,2,6,0,2,2,2,2,2,1,1,1,0,0
1,307,0,1,1,2,2,2,1,2,2,1,1,3,1,1
3,307,0,2,1,0,2,2,1,1,2,1,1,4,1,1
96,178,218,2,7,0,2,1,1,1,1,1,2,4,1,1
2,266,266,3,2,3,2,2,1,2,2,1,3,3,1,1
3,307,0,2,1,2,3,3,1,3,2,1,2,3,1,1
2,307,307,2,5,0,2,2,2,1,2,1,1,3,1,1
1,128,0,2,2,0,2,2,1,2,2,1,1,1,0,0
2,254,0,2,1,2,2,2,2,2,2,1,1,2,0,0
96,165,0,1,1,3,2,1,3,1,1,1,1,3,1,1
12,20,213,1,1,2,2,1,1,1,1,1,1,4,1,1
1,307,307,1,2,7,2,2,1,2,2,1,2,1,0,0
1,299,0,2,1,7,1,2,1,2,2,1,1,1,0,0
9,279,0,2,1,0,2,1,3,1,2,1,1,4,1,1
1,218,307,2,1,5,2,1,2,1,2,1,1,3,1,1
4,307,307,2,1,2,2,1,2,1,2,1,2,2,0,0
7,307,96,2,2,0,2,1,2,1,2,1,1,4,1,1
2,299,266,1,2,3,2,2,1,1,2,1,2,2,0,0
2,254,265,2,2,4,2,1,2,1,2,1,1,1,0,0
2,307,0,2,5,0,2,2,1,2,2,1,1,1,0,0
2,307,0,1,1,7,1,2,1,2,2,1,1,2,0,0
3,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
3,265,265,2,6,7,1,2,2,2,2,1,1,2,0,0
18,266,0,2,6,7,1,2,1,1,1,1,4,3,1,1
2,266,0,2,7,0,1,2,1,2,2,1,1,2,0,0
9,285,264,1,1,7,3,2,3,2,2,1,1,4,1,1
24,179,0,2,5,0,1,1,2,1,1,1,1,1,0,0
12,179,0,1,5,0,1,3,2,3,2,1,1,2,0,0
12,307,0,2,2,0,2,1,2,1,1,1,1,1,0,0
36,307,0,2,6,0,2,1,1,1,1,1,1,4,1,1
2,307,0,2,1,2,2,3,1,3,2,1,1,2,0,0
48,179,0,1,7,0,2,1,2,3,2,1,1,2,0,0
24,265,0,2,7,0,2,3,2,3,3,1,1,3,1,1
2,307,0,2,7,0,2,2,1,2,2,1,1,2,0,0
4,254,0,2,1,3,2,1,1,1,2,1,1,3,1,1
12,218,307,1,6,7,2,1,1,1,1,1,1,4,1,1
3,266,0,2,6,7,1,2,1,1,2,1,1,4,1,1
24,179,205,2,1,7,1,3,2,1,2,1,1,3,1,1
72,69,0,1,2,3,2,3,3,3,2,1,1,2,0,0
2,307,0,1,1,0,1,1,1,1,1,1,1,4,1,1
95,214,0,2,2,0,3,1,1,1,1,1,1,4,1,1
2,307,0,2,5,7,2,1,1,1,2,1,1,1,0,0
1,307,0,2,3,5,2,3,2,3,3,1,1,4,1,1
1,307,0,1,1,7,2,2,1,2,2,1,1,3,1,1
3,307,307,2,1,2,2,1,2,1,2,1,1,2,0,0
2,266,0,1,2,3,2,1,1,1,2,1,1,2,0,0
1,306,0,1,1,7,2,3,2,3,3,1,1,3,1,1
2,103,0,2,1,2,2,1,2,1,2,1,1,2,0,0
24,265,0,2,1,3,2,1,2,1,1,1,1,4,1,1
1,307,218,1,1,2,2,2,2,2,2,1,1,2,0,0
17,265,276,1,7,0,2,1,2,1,2,1,1,1,0,0
4,307,307,3,2,4,2,2,2,2,2,1,4,4,1,1
4,266,0,1,4,7,1,2,1,1,2,1,1,3,1,1
30,266,0,2,3,0,2,1,1,1,1,1,1,1,0,0
2,307,0,3,1,7,2,2,1,2,2,1,4,4,1,1
20,307,128,2,2,6,2,1,1,1,1,1,2,4,1,1
6,307,0,2,1,0,2,3,1,3,3,1,1,4,1,1
2,266,0,2,1,3,2,2,1,2,2,1,1,3,1,1
2,243,0,1,3,0,3,1,2,1,2,1,1,2,0,0
2,307,307,2,1,2,2,2,2,2,2,1,3,3,1,1
7,250,252,1,1,2,2,1,1,1,2,1,4,4,1,1
2,306,266,2,1,7,2,2,1,1,2,1,2,1,0,0
3,266,0,1,4,0,1,2,1,1,2,1,1,1,0,0
16,299,0,1,1,7,2,2,1,2,2,1,9,4,1,1
4,266,0,3,1,5,2,2,1,2,2,1,2,1,0,0
9,266,251,1,6,0,2,2,1,2,2,1,1,4,1,1
12,266,0,1,1,2,1,3,1,3,3,1,1,4,1,1
2,266,0,2,6,7,2,2,1,1,2,1,1,3,1,1
3,265,0,2,1,6,2,2,2,2,2,1,1,4,1,1
1,299,266,3,3,5,2,2,1,2,2,1,2,1,0,0
2,307,307,2,3,0,2,2,2,1,2,1,1,2,0,0
9,266,299,1,3,0,2,2,1,2,2,1,1,1,0,0
1,307,307,1,1,7,2,2,2,1,2,1,1,1,0,0
3,307,0,1,1,7,1,1,1,1,2,1,1,1,0,0
2,299,0,3,1,2,1,1,1,1,2,1,2,3,1,1
7,307,0,2,1,3,2,3,1,3,1,1,1,1,0,0
12,266,0,2,7,0,1,3,1,3,3,1,1,1,0,0
3,307,0,3,2,3,2,2,1,1,2,1,7,3,1,1
36,307,0,2,2,5,3,2,1,2,1,1,1,4,1,1
36,179,307,2,5,0,1,1,1,1,1,1,1,2,0,0
2,266,0,2,1,2,2,3,1,3,2,1,1,3,1,1
36,307,0,2,2,5,3,2,2,2,1,1,1,3,1,1
8,307,0,2,2,5,2,1,1,1,1,1,1,3,1,1
13,285,265,2,1,6,2,1,2,1,2,1,1,1,0,0
2,307,0,1,5,7,2,2,1,1,2,1,1,1,0,0
2,307,103,2,1,2,3,1,2,1,2,1,1,1,0,0
3,266,0,1,1,0,2,1,1,1,2,1,1,1,0,0
1,307,0,3,1,7,2,2,2,2,2,1,7,4,1,1
8,265,0,3,2,5,3,1,2,1,2,1,2,1,0,0
3,307,103,1,1,7,2,1,2,1,2,1,1,2,0,0
12,265,0,1,1,0,2,2,2,2,2,1,1,3,1,1
49,307,207,2,2,3,2,1,2,1,1,1,1,4,1,1
1,266,0,1,1,7,2,3,1,3,3,1,1,3,1,1
4,252,0,1,1,0,1,2,2,1,1,1,1,3,1,1
3,25,0,3,1,3,2,2,1,2,2,1,2,4,1,1
63,189,307,2,1,2,3,3,1,1,1,1,1,4,1,1
2,247,292,2,1,4,1,2,2,1,2,1,1,1,0,0
1,307,0,2,1,7,2,2,2,2,2,1,1,1,0,0
1,266,0,3,1,6,2,2,1,1,2,1,5,2,0,0
1,266,0,2,1,2,1,2,1,2,2,1,1,2,0,0
8,266,0,3,1,2,2,2,1,2,2,1,3,4,1,1
3,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
3,266,0,1,1,2,1,2,1,1,2,1,1,1,0,0
2,307,0,2,2,0,2,2,2,2,2,1,1,1,0,0
2,299,266,3,1,3,2,2,1,2,2,1,2,1,0,0
3,307,0,2,1,4,1,2,1,3,3,1,3,3,1,1
12,265,265,2,1,2,2,3,2,3,3,1,1,4,1,1
60,109,0,1,5,0,2,1,2,1,2,1,1,1,0,0
2,307,0,3,1,2,2,2,1,2,2,1,6,4,1,1
1,307,307,3,3,4,2,2,1,2,2,1,6,1,0,0
7,251,0,1,4,7,3,1,2,1,1,1,1,3,1,1
2,307,307,1,2,7,2,2,2,1,2,1,1,3,1,1
3,307,0,2,2,3,2,2,2,1,2,1,1,4,1,1
78,252,0,1,2,0,2,1,3,1,1,1,1,2,0,0
1,283,0,1,1,6,2,2,1,2,2,1,1,1,0,0
7,307,218,1,1,7,1,1,2,1,2,1,1,2,0,0
6,266,0,2,6,7,2,2,1,2,2,1,1,1,0,0
108,307,307,3,2,7,3,1,1,1,1,1,2,4,1,1
2,265,0,1,1,5,3,1,2,1,1,1,1,4,1,1
84,234,0,2,7,0,2,3,2,3,3,1,1,3,1,1
2,307,0,2,4,7,2,2,1,2,2,1,1,4,1,1
1,141,307,1,2,0,2,3,1,3,2,1,1,3,1,1
1,307,0,1,2,0,2,2,1,2,2,1,1,1,0,0
3,307,0,3,2,3,2,1,1,1,2,1,3,4,1,1
1,266,0,3,1,4,1,2,1,2,2,1,3,1,0,0
2,32,307,1,1,2,2,1,1,1,2,1,1,2,0,0
1,266,306,1,1,6,2,2,1,1,2,1,1,2,0,0
8,307,0,2,7,0,2,1,2,1,2,1,1,3,1,1
12,307,0,2,5,0,2,2,1,1,1,1,1,2,0,0
3,141,307,2,1,0,2,1,1,1,1,1,1,2,0,0
18,307,0,2,2,7,1,1,1,1,2,1,1,4,1,1
2,266,0,2,1,7,1,2,1,1,2,1,1,1,0,0
2,307,307,1,2,0,2,2,2,1,2,1,1,2,0,0
3,266,266,1,1,6,2,1,1,1,2,1,1,4,1,1
6,266,0,2,1,7,2,1,1,1,1,1,1,4,1,1
12,307,0,2,2,5,2,1,1,1,1,1,1,4,1,1
1,266,0,1,1,6,1,2,1,2,2,1,1,1,0,0
1,266,0,3,1,0,1,2,1,1,1,1,5,4,1,1
12,307,307,1,1,4,2,2,1,1,2,1,1,2,0,0
1,276,264,3,1,5,1,2,3,2,2,1,3,4,1,1
5,307,0,2,1,2,2,2,1,2,2,1,1,4,1,1
2,307,0,2,2,0,2,3,2,3,3,1,1,4,1,1
12,307,0,2,2,7,2,3,1,3,1,1,1,4,1,1
2,307,0,2,5,0,2,2,2,2,2,1,1,3,1,1
1,266,0,1,7,0,2,2,2,1,2,1,1,2,0,0
2,307,0,2,5,7,2,2,1,1,2,1,1,2,0,0
3,264,0,2,1,2,2,2,3,2,2,1,1,2,0,0
1,266,0,2,6,0,1,2,2,2,3,1,1,2,0,0
1,266,0,2,1,7,2,1,1,1,2,1,1,2,0,0
2,307,0,3,1,2,2,2,2,2,2,1,5,4,1,1
18,205,0,2,1,2,1,1,1,1,2,1,2,2,0,0
7,292,0,2,2,4,2,2,2,2,2,1,1,2,0,0
3,307,0,1,7,0,2,2,1,2,2,1,1,4,1,1
6,307,0,1,1,2,2,1,1,1,1,1,1,3,1,1
4,265,0,1,6,0,2,2,2,2,2,1,1,4,1,1
3,307,0,2,2,7,2,3,1,1,2,1,1,3,1,1
15,109,0,1,2,3,3,1,2,1,3,1,1,4,1,1
1,265,0,1,1,7,3,2,2,2,2,1,1,4,1,1
4,307,0,1,2,3,2,1,1,1,2,1,1,4,1,1
84,58,0,1,2,3,2,1,3,1,1,1,1,4,1,1
60,82,0,2,2,7,2,3,1,1,2,1,1,3,1,1
11,266,0,1,3,7,2,2,1,2,2,1,1,4,1,1
2,307,0,2,1,2,2,1,2,1,2,1,1,2,0,0
2,266,0,1,4,7,1,2,1,1,2,1,1,3,1,1
1,264,0,1,3,0,1,2,3,2,2,1,1,1,0,0
8,307,307,1,1,7,2,1,1,1,2,1,1,2,0,0
6,266,0,2,1,3,1,3,2,3,3,1,1,4,1,1
5,271,248,2,1,6,2,3,2,3,3,1,1,1,0,0
72,141,0,1,5,0,3,1,2,1,2,1,1,0,0,0
12,243,292,1,6,7,2,2,1,1,2,1,1,0,0,0
5,307,0,1,1,2,2,1,1,1,2,1,1,2,0,0
1,307,0,1,7,0,2,3,1,3,3,1,1,1,0,0
2,213,307,1,2,3,2,2,2,2,2,1,1,3,1,1
0,266,277,3,1,3,2,2,1,2,2,1,4,3,1,1
3,78,307,2,1,2,2,1,2,1,2,1,1,3,1,1
14,307,0,1,2,0,3,1,2,1,1,1,1,0,0,0
3,141,192,2,2,7,3,1,1,1,2,1,1,3,1,1
2,266,0,1,2,0,2,1,2,1,2,1,1,1,0,0
18,266,0,3,1,7,2,1,1,1,2,1,4,4,1,1
12,285,0,2,1,2,1,1,2,1,1,1,1,1,0,0
1,307,0,3,1,2,2,2,2,2,2,1,6,1,0,0
12,141,307,2,3,4,2,3,2,3,3,1,1,2,0,0
1,141,307,2,5,0,3,3,1,3,2,1,1,3,1,1
